selct_catg,selct_subcatg,dataset,keywrd_type,sov_type,sov_across,day,mth,yr,orgnc_covrg,advsov,cpc,conv,ctr,acos
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,24,2,2024,41.9083,39.55006923,26.83029723,11.57936923,1.739107692,48.98848546
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,25,2,2024,42.32996,40.08292308,26.81089668,11.71342308,1.742969231,48.96522255
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,26,2,2024,42.75162,40.61577692,26.79149612,11.84747692,1.746830769,48.94195965
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,27,2,2024,43.17328,41.14863077,26.77209557,11.98153077,1.750692308,48.91869674
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,28,2,2024,43.59494,41.68148462,26.75269502,12.11558462,1.754553846,48.89543383
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,29,2,2024,44.0166,42.21433846,26.73329446,12.24963846,1.758415385,48.87217092
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,1,3,2024,44.43826,42.74719231,26.71389391,12.38369231,1.762276923,48.84890802
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,2,3,2024,44.85992,43.28004615,26.69449335,12.51774615,1.766138462,48.82564511
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,3,3,2024,45.28158,43.8129,26.6750928,12.6518,1.77,48.8023822
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,4,3,2024,45.70324,44.34575385,26.65569225,12.78585385,1.773861538,48.77911929
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,5,3,2024,46.1249,44.87860769,26.63629169,12.91990769,1.777723077,48.75585638
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,6,3,2024,46.54656,45.41146154,26.61689114,13.05396154,1.781584615,48.73259348
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,7,3,2024,46.96822,45.94431538,26.59749058,13.18801538,1.785446154,48.70933057
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,8,3,2024,47.38988,46.47716923,26.57809003,13.32206923,1.789307692,48.68606766
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,9,3,2024,47.81154,47.01002308,26.55868948,13.45612308,1.793169231,48.66280475
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,10,3,2024,48.2332,47.54287692,26.53928892,13.59017692,1.797030769,48.63954185
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,11,3,2024,48.65486,48.07573077,26.51988837,13.72423077,1.800892308,48.61627894
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,12,3,2024,49.07652,48.60858462,26.50048782,13.85828462,1.804753846,48.59301603
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,13,3,2024,49.49818,49.14143846,26.48108726,13.99233846,1.808615385,48.56975312
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,14,3,2024,49.91984,49.67429231,26.46168671,14.12639231,1.812476923,48.54649022
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,15,3,2024,50.3415,50.20714615,26.44228615,14.26044615,1.816338462,48.52322731
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,16,3,2024,50.76316,50.74,26.4228856,14.3945,1.8202,48.4999644
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,17,3,2024,51.18482,51.27285385,26.40348505,14.52855385,1.824061538,48.47670149
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,18,3,2024,51.60648,51.80570769,26.38408449,14.66260769,1.827923077,48.45343858
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,19,3,2024,52.02814,52.33856154,26.36468394,14.79666154,1.831784615,48.43017568
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,20,3,2024,52.4498,52.87141538,26.34528338,14.93071538,1.835646154,48.40691277
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,21,3,2024,52.87146,53.40426923,26.32588283,15.06476923,1.839507692,48.38364986
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,22,3,2024,53.29312,53.93712308,26.30648228,15.19882308,1.843369231,48.36038695
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,23,3,2024,53.71478,54.46997692,26.28708172,15.33287692,1.847230769,48.33712405
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,24,3,2024,54.13644,55.00283077,26.26768117,15.46693077,1.851092308,48.31386114
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,25,3,2024,54.5581,55.53568462,26.24828062,15.60098462,1.854953846,48.29059823
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,26,3,2024,54.97976,56.06853846,26.22888006,15.73503846,1.858815385,48.26733532
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,27,3,2024,55.40142,56.60139231,26.20947951,15.86909231,1.862676923,48.24407242
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,28,3,2024,55.82308,57.13424615,26.19007895,16.00314615,1.866538462,48.22080951
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,29,3,2024,56.24474,57.6671,26.1706784,16.1372,1.8704,48.1975466
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,30,3,2024,56.6664,58.19995385,26.15127785,16.27125385,1.874261538,48.17428369
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,31,3,2024,57.08806,58.73280769,26.13187729,16.40530769,1.878123077,48.15102078
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,1,4,2024,57.50972,59.26566154,26.11247674,16.53936154,1.881984615,48.12775788
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,2,4,2024,57.93138,59.79851538,26.09307618,16.67341538,1.885846154,48.10449497
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,3,4,2024,58.35304,60.33136923,26.07367563,16.80746923,1.889707692,48.08123206
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,4,4,2024,58.7747,60.86422308,26.05427508,16.94152308,1.893569231,48.05796915
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,5,4,2024,59.19636,61.39707692,26.03487452,17.07557692,1.897430769,48.03470625
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,6,4,2024,59.61802,61.92993077,26.01547397,17.20963077,1.901292308,48.01144334
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,7,4,2024,60.03968,62.46278462,25.99607342,17.34368462,1.905153846,47.98818043
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,8,4,2024,60.46134,62.99563846,25.97667286,17.47773846,1.909015385,47.96491752
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,9,4,2024,60.883,63.52849231,25.95727231,17.61179231,1.912876923,47.94165462
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,10,4,2024,61.30466,64.06134615,25.93787175,17.74584615,1.916738462,47.91839171
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,11,4,2024,61.72632,64.5942,25.9184712,17.8799,1.9206,47.8951288
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,12,4,2024,62.14798,65.12705385,25.89907065,18.01395385,1.924461538,47.87186589
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,13,4,2024,62.56964,65.65990769,25.87967009,18.14800769,1.928323077,47.84860298
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,14,4,2024,62.9913,66.19276154,25.86026954,18.28206154,1.932184615,47.82534008
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,15,4,2024,63.41296,66.72561538,25.84086898,18.41611538,1.936046154,47.80207717
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,16,4,2024,63.83462,67.25846923,25.82146843,18.55016923,1.939907692,47.77881426
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,17,4,2024,64.25628,67.79132308,25.80206788,18.68422308,1.943769231,47.75555135
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,18,4,2024,64.67794,68.32417692,25.78266732,18.81827692,1.947630769,47.73228845
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,19,4,2024,65.0996,68.85703077,25.76326677,18.95233077,1.951492308,47.70902554
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,20,4,2024,65.52126,69.38988462,25.74386622,19.08638462,1.955353846,47.68576263
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,21,4,2024,65.94292,69.92273846,25.72446566,19.22043846,1.959215385,47.66249972
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,22,4,2024,66.36458,70.45559231,25.70506511,19.35449231,1.963076923,47.63923682
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,23,4,2024,66.78624,70.98844615,25.68566455,19.48854615,1.966938462,47.61597391
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,20,2,2024,10.09255538,20.03202769,22.60744503,13.26803231,1.712786154,48.24133332
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,21,2,2024,9.937110769,20.13325538,22.38159006,13.20276462,1.689472308,48.00426665
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,22,2,2024,9.781666154,20.23448308,22.15573509,13.13749692,1.666158462,47.76719997
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,23,2,2024,9.626221538,20.33571077,21.92988012,13.07222923,1.642844615,47.53013329
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,2,2024,9.470776923,20.43693846,21.70402515,13.00696154,1.619530769,47.29306662
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,2,2024,9.315332308,20.53816615,21.47817018,12.94169385,1.596216923,47.05599994
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,26,2,2024,9.159887692,20.63939385,21.25231522,12.87642615,1.572903077,46.81893326
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,27,2,2024,9.004443077,20.74062154,21.02646025,12.81115846,1.549589231,46.58186658
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,28,2,2024,8.848998462,20.84184923,20.80060528,12.74589077,1.526275385,46.34479991
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,29,2,2024,8.693553846,20.94307692,20.57475031,12.68062308,1.502961538,46.10773323
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,1,3,2024,8.538109231,21.04430462,20.34889534,12.61535538,1.479647692,45.87066655
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,2,3,2024,8.382664615,21.14553231,20.12304037,12.55008769,1.456333846,45.63359988
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,3,3,2024,8.22722,21.24676,19.8971854,12.48482,1.43302,45.3965332
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,4,3,2024,8.071775385,21.34798769,19.67133043,12.41955231,1.409706154,45.15946652
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,5,3,2024,7.916330769,21.44921538,19.44547546,12.35428462,1.386392308,44.92239985
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,6,3,2024,7.760886154,21.55044308,19.21962049,12.28901692,1.363078462,44.68533317
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,7,3,2024,7.605441538,21.65167077,18.99376552,12.22374923,1.339764615,44.44826649
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,8,3,2024,7.449996923,21.75289846,18.76791055,12.15848154,1.316450769,44.21119982
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,9,3,2024,7.294552308,21.85412615,18.54205558,12.09321385,1.293136923,43.97413314
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,10,3,2024,7.139107692,21.95535385,18.31620062,12.02794615,1.269823077,43.73706646
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,11,3,2024,6.983663077,22.05658154,18.09034565,11.96267846,1.246509231,43.49999978
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,12,3,2024,6.828218462,22.15780923,17.86449068,11.89741077,1.223195385,43.26293311
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,13,3,2024,6.672773846,22.25903692,17.63863571,11.83214308,1.199881538,43.02586643
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,14,3,2024,6.517329231,22.36026462,17.41278074,11.76687538,1.176567692,42.78879975
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,15,3,2024,6.361884615,22.46149231,17.18692577,11.70160769,1.153253846,42.55173308
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,16,3,2024,6.20644,22.56272,16.9610708,11.63634,1.12994,42.3146664
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,17,3,2024,6.050995385,22.66394769,16.73521583,11.57107231,1.106626154,42.07759972
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,18,3,2024,5.895550769,22.76517538,16.50936086,11.50580462,1.083312308,41.84053305
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,19,3,2024,5.740106154,22.86640308,16.28350589,11.44053692,1.059998462,41.60346637
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,20,3,2024,5.584661538,22.96763077,16.05765092,11.37526923,1.036684615,41.36639969
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,21,3,2024,5.429216923,23.06885846,15.83179595,11.31000154,1.013370769,41.12933302
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,22,3,2024,5.273772308,23.17008615,15.60594098,11.24473385,0.990056923,40.89226634
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,23,3,2024,5.118327692,23.27131385,15.38008602,11.17946615,0.966743077,40.65519966
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,3,2024,4.962883077,23.37254154,15.15423105,11.11419846,0.943429231,40.41813298
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,3,2024,4.807438462,23.47376923,14.92837608,11.04893077,0.920115385,40.18106631
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,26,3,2024,4.651993846,23.57499692,14.70252111,10.98366308,0.896801538,39.94399963
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,27,3,2024,4.496549231,23.67622462,14.47666614,10.91839538,0.873487692,39.70693295
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,28,3,2024,4.341104615,23.77745231,14.25081117,10.85312769,0.850173846,39.46986628
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,29,3,2024,4.18566,23.87868,14.0249562,10.78786,0.82686,39.2327996
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,30,3,2024,4.030215385,23.97990769,13.79910123,10.72259231,0.803546154,38.99573292
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,31,3,2024,3.874770769,24.08113538,13.57324626,10.65732462,0.780232308,38.75866625
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,1,4,2024,3.719326154,24.18236308,13.34739129,10.59205692,0.756918462,38.52159957
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,2,4,2024,3.563881538,24.28359077,13.12153632,10.52678923,0.733604615,38.28453289
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,3,4,2024,3.408436923,24.38481846,12.89568135,10.46152154,0.710290769,38.04746622
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,4,4,2024,3.252992308,24.48604615,12.66982638,10.39625385,0.686976923,37.81039954
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,5,4,2024,3.097547692,24.58727385,12.44397142,10.33098615,0.663663077,37.57333286
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,6,4,2024,2.942103077,24.68850154,12.21811645,10.26571846,0.640349231,37.33626618
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,7,4,2024,2.786658462,24.78972923,11.99226148,10.20045077,0.617035385,37.09919951
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,8,4,2024,2.631213846,24.89095692,11.76640651,10.13518308,0.593721538,36.86213283
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,9,4,2024,2.475769231,24.99218462,11.54055154,10.06991538,0.570407692,36.62506615
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,10,4,2024,2.320324615,25.09341231,11.31469657,10.00464769,0.547093846,36.38799948
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,11,4,2024,2.16488,25.19464,11.0888416,9.93938,0.52378,36.1509328
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,12,4,2024,2.009435385,25.29586769,10.86298663,9.874112308,0.500466154,35.91386612
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,13,4,2024,1.853990769,25.39709538,10.63713166,9.808844615,0.477152308,35.67679945
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,14,4,2024,1.698546154,25.49832308,10.41127669,9.743576923,0.453838462,35.43973277
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,15,4,2024,1.543101538,25.59955077,10.18542172,9.678309231,0.430524615,35.20266609
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,16,4,2024,1.387656923,25.70077846,9.959566754,9.613041538,0.407210769,34.96559942
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,17,4,2024,1.232212308,25.80200615,9.733711785,9.547773846,0.383896923,34.72853274
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,18,4,2024,1.076767692,25.90323385,9.507856815,9.482506154,0.360583077,34.49146606
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,19,4,2024,0.921323077,26.00446154,9.282001846,9.417238462,0.337269231,34.25439938
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,20,4,2024,0.765878462,26.10568923,9.056146877,9.351970769,0.313955385,34.01733271
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,21,4,2024,0.610433846,26.20691692,8.830291908,9.286703077,0.290641538,33.78026603
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,22,4,2024,0.454989231,26.30814462,8.604436938,9.221435385,0.267327692,33.54319935
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,23,4,2024,0.299544615,26.40937231,8.378581969,9.156167692,0.244013846,33.30613268
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,20,2,2024,57.12157538,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,21,2,2024,57.79155077,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,22,2,2024,58.46152615,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,23,2,2024,59.13150154,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,24,2,2024,59.80147692,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,25,2,2024,60.47145231,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,26,2,2024,61.14142769,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,27,2,2024,61.81140308,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,28,2,2024,62.48137846,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,29,2,2024,63.15135385,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,1,3,2024,63.82132923,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,2,3,2024,64.49130462,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,3,3,2024,65.16128,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,4,3,2024,65.83125538,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,5,3,2024,66.50123077,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,6,3,2024,67.17120615,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,7,3,2024,67.84118154,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,8,3,2024,68.51115692,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,9,3,2024,69.18113231,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,10,3,2024,69.85110769,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,11,3,2024,70.52108308,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,12,3,2024,71.19105846,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,13,3,2024,71.86103385,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,14,3,2024,72.53100923,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,15,3,2024,73.20098462,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,16,3,2024,73.87096,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,17,3,2024,74.54093538,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,18,3,2024,75.21091077,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,19,3,2024,75.88088615,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,20,3,2024,76.55086154,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,21,3,2024,77.22083692,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,22,3,2024,77.89081231,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,23,3,2024,78.56078769,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,24,3,2024,79.23076308,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,25,3,2024,79.90073846,100,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,26,3,2024,80.57071385,100,0,0,0,0
