selct_catg,selct_subcatg,dataset,keywrd_type,sov_type,sov_across,day,mth,yr,orgnc_covrg,advsov,cpc,conv,ctr,acos
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Generic,SP,First_page_of_Search,25,5,2024,25.7478,26.7993,24.723354,30.3797,5.1432,29.214403
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Competition,SP,First_page_of_Search,25,5,2024,6.5815,9.291,38.56,0,1.3158,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,5,2024,29.4681,27.4711,21.697682,35.6223,6.2752,22.278796
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Branded,SP,First_page_of_Search,25,5,2024,29.241,21.678,15.299485,42.268,3.3106,13.076356
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,25,5,2024,70.759,78.322,24.908462,25.641,2.5789,39.093863
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,5,2024,100,100,22.389351,30,2.7375,28.820969
Grocery-Cereal & Muesli,Granola Cereals,YourBrand,Branded,SP,First_page_of_Search,25,6,2024,78.833,18.0812,17.329063,56.25,10.8844,12.157973
Grocery-Cereal & Muesli,Granola Cereals,YourBrand,Generic,SP,First_page_of_Search,25,6,2024,24.6682,8.7451,23.9705,36.6667,4.6765,22.374525
Grocery-Cereal & Muesli,Granola Cereals,YourBrand,Competition,SP,First_page_of_Search,25,6,2024,7.5508,3.4913,0,0,0,0
Grocery-Cereal & Muesli,Granola Cereals,YourBrand,All_Keywords,SP,First_page_of_Search,25,6,2024,29.855,9.1224,21.660435,43.4783,5.6338,18.134101
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Branded,SP,First_page_of_Search,25,6,2024,64.6232,65.6075,8.2075,25,4.5584,11.919652
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Generic,SP,First_page_of_Search,25,6,2024,7.2413,14.8797,25.977059,5.8824,2.3362,153.262303
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,Competition,SP,First_page_of_Search,25,6,2024,1.381,14.1002,20.145,0,0.5263,0
Grocery-Cereal & Muesli,Granola Cereals,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,6,2024,6.8868,16.2784,21.687536,10.1449,2.3679,76.110939
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Branded,SP,First_page_of_Search,25,6,2024,31.8724,26.1941,16.047778,41.9753,1.7274,15.56876
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,Generic,SP,First_page_of_Search,25,6,2024,68.1276,73.8059,25.632623,20.9016,1.8468,39.35218
Grocery-Cereal & Muesli,Granola Cereals,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,6,2024,100,100,23.243785,26.1538,1.8155,31.161076
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Branded,SP,First_page_of_Search,25,4,2024,20,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Generic,SP,First_page_of_Search,25,4,2024,0.1253,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Competition,SP,First_page_of_Search,25,4,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,All_Keywords,SP,First_page_of_Search,25,4,2024,0.1581,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Branded,SP,First_page_of_Search,25,4,2024,100,100,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Generic,SP,First_page_of_Search,25,4,2024,9.8393,25.9984,7.161667,41.6667,1.8809,6.973498
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Competition,SP,First_page_of_Search,25,4,2024,0.0965,27.5,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,4,2024,8.6227,26.1468,7.161667,41.6667,1.7544,6.973498
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,Branded,SP,First_page_of_Search,25,4,2024,25.4485,27.1789,7.272,10,1.4065,45.181733
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,Generic,SP,First_page_of_Search,25,4,2024,74.5515,72.8211,8.600444,13.3333,2.3622,26.333803
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,4,2024,100,100,8.358909,12.7273,2.1024,28.194184
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Branded,SP,First_page_of_Search,25,5,2024,69.2308,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Generic,SP,First_page_of_Search,25,5,2024,0.3465,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Competition,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,All_Keywords,SP,First_page_of_Search,25,5,2024,0.5659,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Branded,SP,First_page_of_Search,25,5,2024,100,100,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Generic,SP,First_page_of_Search,25,5,2024,9.2225,27.086,12.06,26.3158,3.0016,21.872852
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Competition,SP,First_page_of_Search,25,5,2024,0.1043,5.2083,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,5,2024,8.4787,26.3136,12.06,26.3158,2.9641,21.872852
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,Branded,SP,First_page_of_Search,25,5,2024,24.4434,22.1675,4.60125,12.5,1.4815,20.45
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,Generic,SP,First_page_of_Search,25,5,2024,75.5566,77.8325,12.931429,33.3333,2.2152,19.357874
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,5,2024,100,100,11.5986,30,2.0525,19.423716
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Branded,SP,First_page_of_Search,25,6,2024,45.122,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Generic,SP,First_page_of_Search,25,6,2024,1.0814,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,Competition,SP,First_page_of_Search,25,6,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,YourBrand,All_Keywords,SP,First_page_of_Search,25,6,2024,1.3136,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Branded,SP,First_page_of_Search,25,6,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Generic,SP,First_page_of_Search,25,6,2024,1.7638,15.6215,14.198,0,1.7921,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,Competition,SP,First_page_of_Search,25,6,2024,0.0883,7.7586,0,0,0,0
Grocery-Cereal & Muesli,Cereal Bars,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,6,2024,1.5857,15.142,14.198,0,1.7361,0
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,Branded,SP,First_page_of_Search,25,6,2024,23.9069,29.4427,14.282222,11.1111,1.6071,33.826316
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,Generic,SP,First_page_of_Search,25,6,2024,76.0931,70.5573,8.139524,9.5238,1.5648,34.985775
Grocery-Cereal & Muesli,Cereal Bars,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,6,2024,100,100,9.982333,10,1.5773,34.478511
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Branded,SP,First_page_of_Search,25,4,2024,100,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Generic,SP,First_page_of_Search,25,4,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Competition,SP,First_page_of_Search,25,4,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,4,2024,17.8571,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,Branded,SP,First_page_of_Search,25,4,2024,32.1429,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,Generic,SP,First_page_of_Search,25,4,2024,67.8571,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,4,2024,100,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,Branded,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,Generic,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,Competition,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,All_Keywords,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Branded,SP,First_page_of_Search,25,5,2024,100,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Generic,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Competition,SP,First_page_of_Search,25,5,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,5,2024,7.1429,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,Branded,SP,First_page_of_Search,25,5,2024,7.1429,5.2045,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,Generic,SP,First_page_of_Search,25,5,2024,92.8571,94.7955,26.515,0,0.7843,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,5,2024,100,100,26.515,0,0.7435,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,Branded,SP,First_page_of_Search,25,6,2024,100,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,Generic,SP,First_page_of_Search,25,6,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,Competition,SP,First_page_of_Search,25,6,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,YourBrand,All_Keywords,SP,First_page_of_Search,25,6,2024,13.0435,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Branded,SP,First_page_of_Search,25,6,2024,100,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Generic,SP,First_page_of_Search,25,6,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,Competition,SP,First_page_of_Search,25,6,2024,0,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,6,2024,43.4783,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,Branded,SP,First_page_of_Search,25,6,2024,56.5217,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,Generic,SP,First_page_of_Search,25,6,2024,43.4783,0,0,0,0,0
Grocery-Cereal & Muesli,Cereal & Snack Bars,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,6,2024,100,0,0,0,0,0
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Branded,SP,First_page_of_Search,25,4,2024,54.5803,35.3802,7.09632,43.2,12.6135,10.604057
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Generic,SP,First_page_of_Search,25,4,2024,10.7711,4.7641,9.492669,34.2697,4.7568,16.474141
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Competition,SP,First_page_of_Search,25,4,2024,6.2946,3.8885,6.874615,7.6923,0.8366,71.633536
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,All_Keywords,SP,First_page_of_Search,25,4,2024,10.2348,5.0181,8.817409,35.83,4.9257,15.018364
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Branded,SP,First_page_of_Search,25,4,2024,87.7306,78.8337,27.236942,44.6115,3.6082,42.613843
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Generic,SP,First_page_of_Search,25,4,2024,16.5424,14.6162,14.119074,12.3457,1.4111,75.036291
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Competition,SP,First_page_of_Search,25,4,2024,11.8165,15.4778,18.205,0,0.3597,0
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,4,2024,20.8696,19.2472,21.290122,29.4993,1.9211,49.791037
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,Branded,SP,First_page_of_Search,25,4,2024,22.2245,25.0628,14.857278,32.2706,2.5674,22.76019
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,Generic,SP,First_page_of_Search,25,4,2024,77.7755,74.9372,19.836378,22.2558,1.9891,33.384586
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,4,2024,100,100,18.33506,25.2755,2.134,29.966781
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Branded,SP,First_page_of_Search,25,5,2024,48.0096,24.7358,8.729588,29.8969,15.3481,12.975926
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Generic,SP,First_page_of_Search,25,5,2024,10.368,4.5684,18.289881,19.4444,3.6,55.88353
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Competition,SP,First_page_of_Search,25,5,2024,6.0432,3.0493,18.84,0,0.8537,0
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,All_Keywords,SP,First_page_of_Search,25,5,2024,9.7793,4.6269,15.695787,21.9101,4.212,37.822964
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Branded,SP,First_page_of_Search,25,5,2024,88.5412,49.2766,8.98542,38.1679,5.8274,6.139035
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Generic,SP,First_page_of_Search,25,5,2024,19.6722,25.2868,19.217969,21.2882,2.3641,25.034052
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Competition,SP,First_page_of_Search,25,5,2024,8.4463,8.7767,9.586,40,0.4579,7.874223
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,5,2024,19.1814,23.6369,17.858666,23.5572,2.448,20.809819
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,Branded,SP,First_page_of_Search,25,5,2024,24.9117,18.5119,8.520693,30.0385,2.3036,9.957005
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,Generic,SP,First_page_of_Search,25,5,2024,75.0883,81.4881,14.673888,20.9048,2.272,26.395162
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,5,2024,100,100,13.52192,22.6148,2.2779,22.09243
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Branded,SP,First_page_of_Search,25,6,2024,45.4849,0,0,0,0,0
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Generic,SP,First_page_of_Search,25,6,2024,10.0748,0,0,0,0,0
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,Competition,SP,First_page_of_Search,25,6,2024,6.0362,0,0,0,0,0
"Grocery-Rice, Flour & Pulses",Oats,YourBrand,All_Keywords,SP,First_page_of_Search,25,6,2024,9.4868,0,0,0,0,0
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Branded,SP,First_page_of_Search,25,6,2024,82.8399,76.6216,14.751661,39.661,3.8302,21.9155
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Generic,SP,First_page_of_Search,25,6,2024,15.0493,42.0575,22.224622,17.9252,1.4267,70.571938
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,Competition,SP,First_page_of_Search,25,6,2024,10.0216,54.0209,20.058391,9.1954,0.4205,166.426337
"Grocery-Rice, Flour & Pulses",Oats,Rank1Brand,All_Keywords,SP,First_page_of_Search,25,6,2024,18.7396,45.9722,20.029059,23.6867,1.5464,49.118686
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,Branded,SP,First_page_of_Search,25,6,2024,24.9673,22.7971,12.645264,32.1521,2.3113,15.694318
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,Generic,SP,First_page_of_Search,25,6,2024,75.0327,77.2029,21.608103,23.9976,2.2375,34.542649
"Grocery-Rice, Flour & Pulses",Oats,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,25,6,2024,100,100,19.513175,25.9036,2.2543,29.226151
Grocery-Cereal & Muesli,Muesli,YourBrand,Branded,SP,First_page_of_Search,24,4,2024,67.9357,39.2866,13.478678,41.4097,9.2634,10.559921
Grocery-Cereal & Muesli,Muesli,YourBrand,Generic,SP,First_page_of_Search,24,4,2024,21.4484,10.834,21.109873,35.93,6.5596,19.132762
Grocery-Cereal & Muesli,Muesli,YourBrand,Competition,SP,First_page_of_Search,24,4,2024,5.1742,8.7832,34.926471,5.8824,1.3276,197.360767
Grocery-Cereal & Muesli,Muesli,YourBrand,All_Keywords,SP,First_page_of_Search,24,4,2024,22.2016,13.1019,18.428765,37.2426,6.5509,16.08825
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Branded,SP,First_page_of_Search,24,4,2024,75.3691,75.1525,15.555679,51.8519,1.2404,8.378768
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Generic,SP,First_page_of_Search,24,4,2024,16.9083,19.3497,28.000392,28.6145,1.9386,34.423711
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Competition,SP,First_page_of_Search,24,4,2024,6.8285,17.9304,20.805952,19.0476,0.711,39.298354
Grocery-Cereal & Muesli,Muesli,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,4,2024,14.8855,22.7161,25.120857,31.8681,1.5391,25.820694
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,Branded,SP,First_page_of_Search,24,4,2024,38.7672,34.8706,18.10246,33.6726,2.598,16.323091
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,Generic,SP,First_page_of_Search,24,4,2024,61.2328,65.1294,30.197711,25.5835,2.6286,36.395546
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,24,4,2024,100,100,26.012122,28.3827,2.6179,28.079883
Grocery-Cereal & Muesli,Muesli,YourBrand,Branded,SP,First_page_of_Search,24,5,2024,58.0475,14.2424,15.422436,17.9487,4.8842,30.977519
Grocery-Cereal & Muesli,Muesli,YourBrand,Generic,SP,First_page_of_Search,24,5,2024,23.109,2.9432,26.997383,30.8411,3.9094,29.942679
Grocery-Cereal & Muesli,Muesli,YourBrand,Competition,SP,First_page_of_Search,24,5,2024,4.9837,2.4162,27.724444,11.1111,1.5873,83.173333
Grocery-Cereal & Muesli,Muesli,YourBrand,All_Keywords,SP,First_page_of_Search,24,5,2024,23.0564,3.8387,22.377268,24.7423,3.9584,31.387845
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Branded,SP,First_page_of_Search,24,5,2024,63.543,49.0891,19.575517,96.5517,5.9794,9.01589
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Generic,SP,First_page_of_Search,24,5,2024,1.5329,19.2462,38.668,8.8525,1.7041,143.604911
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Competition,SP,First_page_of_Search,24,5,2024,0.4023,13.9291,37.810789,2.6316,0.8097,460.72276
Grocery-Cereal & Muesli,Muesli,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,5,2024,1.7749,18.074,37.092043,15.0538,1.6121,93.099
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,Branded,SP,First_page_of_Search,24,5,2024,38.7591,30.5471,17.459848,29.4564,2.0282,17.759579
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,Generic,SP,First_page_of_Search,24,5,2024,61.2409,69.4529,29.794065,17.4458,1.978,51.771132
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,24,5,2024,100,100,25.960523,21.1788,1.9933,36.970875
Grocery-Cereal & Muesli,Muesli,YourBrand,Branded,SP,First_page_of_Search,24,6,2024,56.8309,21.7229,16.616129,34.767,8.1294,16.900204
Grocery-Cereal & Muesli,Muesli,YourBrand,Generic,SP,First_page_of_Search,24,6,2024,25.0037,1.9622,26.421788,46.3576,6.3286,19.793997
Grocery-Cereal & Muesli,Muesli,YourBrand,Competition,SP,First_page_of_Search,24,6,2024,5.9456,1.5207,23.327778,11.1111,1.8145,61.170678
Grocery-Cereal & Muesli,Muesli,YourBrand,All_Keywords,SP,First_page_of_Search,24,6,2024,23.1722,3.7138,20.126515,38.2688,6.9528,18.434139
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Branded,SP,First_page_of_Search,24,6,2024,88.0339,24.6531,27.493613,30.9677,6.3214,24.892681
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Generic,SP,First_page_of_Search,24,6,2024,16.1508,21.0688,41.880168,18.2886,2.3264,68.650877
Grocery-Cereal & Muesli,Muesli,Rank1Brand,Competition,SP,First_page_of_Search,24,6,2024,6.3105,12.3681,29.869167,22.2222,0.7566,50.878662
Grocery-Cereal & Muesli,Muesli,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,6,2024,19.5134,19.3097,38.497306,20.9657,2.3973,54.499836
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,Branded,SP,First_page_of_Search,24,6,2024,39.1479,33.3322,18.736821,24.7455,2.2534,22.587406
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,Generic,SP,First_page_of_Search,24,6,2024,60.8521,66.6678,32.299043,18.1304,2.3407,55.745041
Grocery-Cereal & Muesli,Muesli,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,24,6,2024,100,100,27.892183,20.2799,2.3116,42.217439
Grocery-Cereal & Muesli,Flakes,YourBrand,Branded,SP,First_page_of_Search,24,4,2024,71.86,35.2831,23.534134,49.7427,5.1629,18.98227
Grocery-Cereal & Muesli,Flakes,YourBrand,Generic,SP,First_page_of_Search,24,4,2024,14.3738,12.022,24.768206,38.5047,2.7824,30.511137
Grocery-Cereal & Muesli,Flakes,YourBrand,Competition,SP,First_page_of_Search,24,4,2024,4.7715,2.1316,19.718,20,0.6105,46.34949
Grocery-Cereal & Muesli,Flakes,YourBrand,All_Keywords,SP,First_page_of_Search,24,4,2024,22.8192,13.6041,24.105058,44.2565,3.5834,23.351731
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Branded,SP,First_page_of_Search,24,4,2024,96.4594,40.5653,15.66769,45.9064,3.9981,12.251984
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Generic,SP,First_page_of_Search,24,4,2024,14.1794,30.6626,22.511198,15.0538,1.5952,51.595233
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Competition,SP,First_page_of_Search,24,4,2024,9.0989,42.9622,20.024809,11.4428,1.8424,63.032601
Grocery-Cereal & Muesli,Flakes,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,4,2024,20.2303,35.6365,20.105326,20.3008,1.9441,35.147854
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,Branded,SP,First_page_of_Search,24,4,2024,49.4826,47.7976,21.786288,34.4094,2.4757,23.759594
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,Generic,SP,First_page_of_Search,24,4,2024,50.5174,52.2024,23.499254,22.4557,2.0182,46.624795
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,24,4,2024,100,100,22.593074,28.7794,2.2369,31.272526
Grocery-Cereal & Muesli,Flakes,YourBrand,Branded,SP,First_page_of_Search,24,5,2024,74.0316,8.5774,20.561563,48.9583,4.1078,18.109266
Grocery-Cereal & Muesli,Flakes,YourBrand,Generic,SP,First_page_of_Search,24,5,2024,15.0882,2.2196,20.715556,40.404,2.7887,23.950941
Grocery-Cereal & Muesli,Flakes,YourBrand,Competition,SP,First_page_of_Search,24,5,2024,6.2583,0.2903,0,0,0,0
Grocery-Cereal & Muesli,Flakes,YourBrand,All_Keywords,SP,First_page_of_Search,24,5,2024,26.0134,2.8028,20.639744,44.6154,3.2713,20.679331
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Branded,SP,First_page_of_Search,24,5,2024,98.0949,35.5627,15.490352,40.1408,6.1181,14.392324
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Generic,SP,First_page_of_Search,24,5,2024,12.1564,20.4051,22.258509,15.367,1.5137,52.521315
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Competition,SP,First_page_of_Search,24,5,2024,6.4295,40.4865,23.631601,12.9213,1.504,68.043549
Grocery-Cereal & Muesli,Flakes,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,5,2024,17.9429,26.8556,20.926413,21.0967,1.8839,36.667395
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,Branded,SP,First_page_of_Search,24,5,2024,48.4139,39.896,22.061435,29.6997,2.119,26.13634
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,Generic,SP,First_page_of_Search,24,5,2024,51.5861,60.104,28.305238,17.0249,1.3831,64.650354
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,All_Keywords,SP,First_page_of_Search,24,5,2024,100,100,25.157072,23.4156,1.6767,39.144966
Grocery-Cereal & Muesli,Flakes,YourBrand,Branded,SP,First_page_of_Search,24,6,2024,73.4324,33.2069,24.353421,59.1724,6.0883,16.592896
Grocery-Cereal & Muesli,Flakes,YourBrand,Generic,SP,First_page_of_Search,24,6,2024,17.0418,11.9406,24.407495,39.5626,2.4402,25.023547
Grocery-Cereal & Muesli,Flakes,YourBrand,Competition,SP,First_page_of_Search,24,6,2024,7.1371,7.6267,16.898,0,0.2677,0
Grocery-Cereal & Muesli,Flakes,YourBrand,All_Keywords,SP,First_page_of_Search,24,6,2024,27.4875,14.7603,24.345247,50.9327,3.5854,19.307701
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Branded,SP,First_page_of_Search,24,6,2024,44.8393,54.4296,22.297844,77.0642,12.45,9.216948
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Generic,SP,First_page_of_Search,24,6,2024,1.5899,36.906,49.55637,3.1963,0.7727,532.82495
Grocery-Cereal & Muesli,Flakes,Rank1Brand,Competition,SP,First_page_of_Search,24,6,2024,1.3953,21.3256,58.1992,6.4,0.7695,256.93922
Grocery-Cereal & Muesli,Flakes,Rank1Brand,All_Keywords,SP,First_page_of_Search,24,6,2024,1.9218,32.0538,43.331012,24.3278,1.0458,56.739081
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,Branded,SP,First_page_of_Search,24,6,2024,46.9313,39.7887,23.842855,42.9971,2.2028,20.235913
Grocery-Cereal & Muesli,Flakes,CategoryBenchmark,Generic,SP,First_page_of_Search,24,6,2024,53.0687,60.2113,27.819359,18.3412,1.6674,58.96922
